ID,Name
e05de925-1e66-4547-8950-1d26e5de9e11,Chest
ca487800-5fb6-46bd-a4a2-920234fa3008,Back
9cadb91e-2dae-48ab-96a1-4be9ad161b38,Shoulders
0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2,Arms
af4d7669-3a4a-480b-b8aa-17e39ad4d8c8,Core
7bbdcf80-d77b-4bbd-bfd4-2d90a95e1b67,Legs
7ef78d0a-7b33-4757-a288-183d1e69a5ce,Glutes
181ec9f7-420e-45d8-9dba-6c00cf22b4c3,Calves
2a0574d8-7900-4923-ac2c-59a51bf48fd3,Neck
85480720-c0f8-408a-bfbf-9f8ceca58f65,Hip Flexors
