id,exercise_id,muscle_group_id
da8151f1-b6ff-4cee-a38b-1717261ba571,60f4a99d-ebe4-4ac2-a9d5-fcc829589a3d,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
88b94cbe-a44f-457f-bc3e-1085ab8e4179,3b11cb84-cd6f-4f80-8a39-61344dfd1aed,d26ed0c4-2941-49e9-9c09-efce5663ab92
4b01e308-5371-4b37-9d34-5762335822ff,3b11cb84-cd6f-4f80-8a39-61344dfd1aed,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
215a8ee9-1389-495a-b239-c82a2d502970,17500f31-f155-43d3-a466-b2b0e23b249f,d26ed0c4-2941-49e9-9c09-efce5663ab92
c5ad5986-a40c-4831-ab37-3d8e958d9d62,17500f31-f155-43d3-a466-b2b0e23b249f,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
05e6585d-4679-4f59-b7c2-d32f1d2a674a,e825c368-7636-4329-b0d2-1d52bbd8d222,d26ed0c4-2941-49e9-9c09-efce5663ab92
c0870af9-eab7-4bdc-8cb0-c54b52553bcb,e825c368-7636-4329-b0d2-1d52bbd8d222,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
a735a7d3-19be-466b-bb31-54c3ae5dfe5c,57f30910-26fc-4962-ab17-5a74c8b010b1,d26ed0c4-2941-49e9-9c09-efce5663ab92
0d037cd2-2012-490a-ae7a-906a63998ecc,57f30910-26fc-4962-ab17-5a74c8b010b1,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
f30b8f76-7808-462c-97e6-95ec6a576f2b,fe25811e-21be-4f68-8bee-f4c8c4e592d7,d26ed0c4-2941-49e9-9c09-efce5663ab92
023a93a3-cfd4-4ed1-9f28-017226dfe5e7,fe25811e-21be-4f68-8bee-f4c8c4e592d7,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
ceb50a2d-3ca0-43a3-a205-30a173734eb8,1d34a3c9-333f-4f61-9134-e7ea6fb05f03,d26ed0c4-2941-49e9-9c09-efce5663ab92
f02af573-56b3-4e5b-bea9-33381f25a9aa,1d34a3c9-333f-4f61-9134-e7ea6fb05f03,0a8ec2e6-f77d-4fdd-a216-e2bf7714c7f2
